subjectCode,courseNumber,distDesg,courseTitle
E&EB,326,['YCSC'],Plant Structure and Function
E&EB,327L,[],Plant Structure and Function Lab
E&EB,342,['YCSC'],Primate Diversity and Evolution
E&EB,380,"['YCSC', 'YCWR']",Life History Evolution
E&EB,469,[],Tutorial
E&EB,470,[],Senior Tutorial
E&EB,474,[],Research
E&EB,476,[],Senior Research
E&EB,496,[],Intensive Senior Research
E&EB,125,['YCSC'],History of Life
E&EB,336,"['YCHU', 'YCSC']",Culture and Human Evolution
ECON,108,"['YCQR', 'YCSO']",Quantitative Foundations of Microeconomics
ECON,110,"['YCQR', 'YCSO']",An Introduction to Microeconomic Analysis
ECON,111,['YCSO'],An Introduction to Macroeconomic Analysis
ECON,115,"['YCQR', 'YCSO']",Introductory Microeconomics
ECON,116,['YCSO'],Introductory Macroeconomics
ECON,121,"['YCQR', 'YCSO']",Intermediate Microeconomics
ECON,122,"['YCQR', 'YCSO']",Intermediate Macroeconomics
ECON,123,"['YCQR', 'YCSO']",Intermediate Data Analysis and Econometrics
ECON,126,"['YCQR', 'YCSO']",Macroeconomic Theory
ECON,132,"['YCQR', 'YCSO']",Applied Data Analysis and Econometrics
ECON,136,"['YCQR', 'YCSO']",Econometrics
ECON,159,"['YCQR', 'YCSO']",Game Theory
ECON,171,['YCSO'],Urban Inequalities and Educational Inequality
ECON,182,"['YCSO', 'YCWR']",American Economic History
ECON,184,['YCSO'],International Economics
ECON,210,['YCSO'],Economics of Education
ECON,251,"['YCQR', 'YCSO']",Financial Theory
ECON,252,['YCSO'],Financial Markets
ECON,325,['YCSO'],Economics of Developing Countries: Focus on South Asia
ECON,330,"['YCQR', 'YCSO']",Economics of Natural Resources
ECON,339,['YCSO'],Advance Competition Economics and Policy
ECON,351,"['YCQR', 'YCSO']",Mathematical Economics: Game Theory
ECON,360,[],Capital Markets
ECON,361,[],Corporate Finance
ECON,403,['YCSO'],Trade and Development
ECON,408,['YCSO'],International Trade Policy
ECON,410,[],The Economics of Innovation
ECON,412,['YCSO'],International Environmental Economics
ECON,417,['YCSO'],Computational Methods in Economics
ECON,422,['YCSO'],Neuroeconomics for Economists
ECON,424,['YCSO'],Central Banking
ECON,442,['YCSO'],Microfoundations of Growth in China
ECON,449,['YCSO'],The Economic Analysis of Conflict
ECON,456,['YCSO'],Private Equity Investing
ECON,467,['YCSO'],Economic Evolution of the Latin American and Caribbean Countries
ECON,471,[],Topics in Cooperative Game Theory
ECON,483,['YCSO'],The Economics of India
ECON,473,['YCSO'],Equality
ECON,470,[],Strategies for Economic Development
ECON,474,['YCSO'],Economic and Policy Lessons from Japan
ECON,117,"['YCQR', 'YCSO']",Introduction to Data Analysis and Econometrics
ECON,461,['YCSO'],"Economics, Addiction, and Public Policy"
ECON,492,[],The Senior Essay
ECON,491,[],The Senior Essay
ECON,499,[],Directed Reading
ECON,275,['YCSO'],Public Economics
ECON,445,['YCSO'],The U.S. Banking System
ECON,480,['YCSO'],Banking Crises and Financial Stability
ECON,463,['YCSO'],The Economics and Science of Medicine
ECON,429,['YCSO'],Data Analysis and Strategy
ECON,340,[],Economics and Politics of Development
ECON,426,['YCSO'],Economic Development of China and Japan since the 1800s
ECON,301,['YCSO'],International Trade: Data and Analysis
ECON,430,['YCSO'],Statistical Research Methods
ECON,458,['YCSO'],The Economics of Population
ECON,437,[],The Economics of Gender
EDST,191,['YCSO'],Clinical Child Development and Assessment of Young Children
EDST,127,"['YCSO', 'YCWR']",Theory and Practice of Early Childhood Education
EDST,128,"['YCSO', 'YCWR']","Language, Literacy, and Play"
EDST,350,['YCSO'],Autism and Related Disorders
EDST,271,['YCSO'],Urban Inequalities and Educational Inequality
EDST,201,['YCSO'],Economics of Education
EDST,225,['YCSO'],"Child Care, Society, and Public Policy"
EDST,230,['YCSO'],American Education and the Law
EDST,233,['YCHU'],Children and Schools in Global Cinema
EDST,235,[],Education and the Culture Wars
EDST,240,['YCSO'],"Cities, Suburbs, and School Choice"
EDST,250,"['YCSO', 'YCWR']",Contemporary Challenges to Liberal Education
EDST,410,[],Senior Colloquium and Project
EDST,177,['YCHU'],"Propaganda, Ideology, and Democracy"
EDST,107,['YCSO'],Being Human in STEM
EDST,140,['YCSO'],Developmental Psychology
EDST,160,['YCSO'],Social Psychology
EDST,180,['YCSO'],Abnormal Psychology
EDST,478,['YCHU'],"Music, Service, and Society"
EDST,405,['YCSO'],Youth Cultures in the Americas
EDST,490,[],Senior Essay Independent Study
EGYP,147,['YCL3'],Egyptian Monastic Literature in Coptic
EGYP,120,['YCL2'],Introduction to Classical Hieroglyphic Egyptian II
EGYP,161,['YCHU'],Intermediate Egyptian: Late Egyptian Texts
EGYP,135,"['YCHU', 'YCL3']",Egyptian Coffin Texts
EGYP,128,['YCHU'],Magic and Ritual in Ancient Egypt
EENG,434,"['YCQR', 'YMAS']",Stochastic Processes
EENG,454,['YCQR'],Information Theory
EENG,201,['YCQR'],Introduction to Computer Engineering
EENG,203,"['YCQR', 'YCSC']",Circuits and Systems Design
EENG,310,['YCQR'],Signals and Systems
EENG,348,['YCQR'],Digital Systems
EENG,481,[],Advanced ABET Projects
EENG,401,"['YCQR', 'YCSC']",Semiconductor Silicon Devices and Technology
EENG,406,"['YCQR', 'YCSC']",Photovoltaic Energy
EENG,410,"['YCQR', 'YCSC']",Photonics and Optical Electronics
EENG,418,"['YCQR', 'YCSC']",Advanced Electron Devices
EENG,451,[],Wireless Technologies and the Internet of Things
EENG,472,[],Advanced Special Projects
EENG,236,[],Special Projects
EENG,455,['YCQR'],Network Algorithms and Stochastic Optimization
EENG,245,['YCQR'],Self-Driving Cars: Theory and Practice
EENG,429,[],Digital VLSI Testing
ENAS,100,"['YCQR', 'YCSC']",Energy Technology and Society
ENAS,450,"['YCQR', 'YCSC']",Advanced Synchrotron Techniques and Electron Spectroscopy of Materials
ENAS,156,['YCSC'],Introduction to Digital Dome Media
ENAS,194,['YCQR'],Ordinary and Partial Differential Equations with Applications
ENAS,496,"['YCQR', 'YMAS']",Stochastic Processes
ENAS,151,['YCQR'],Multivariable Calculus for Engineers
ENAS,110,"['YCQR', 'YCSC']",The Technological World
ENAS,221,['YCSC'],The Materials Science of Art
ENAS,130,['YCQR'],Introduction to Computing for Engineers and Scientists
ENAS,120,"['YCQR', 'YCSC']",Introduction to Environmental Engineering
ENAS,360,[],Green Engineering and Sustainable Design
ENAS,344,"['YCHU', 'YCQR', 'YCSC']",Musical Acoustics and Instrument Design
ENAS,400,[],Making it
ENGL,193,"['YCHU', 'YENA', 'YXWR']",The Harlem Renaissance
ENGL,234,"['YCHU', 'YENA', 'YENJ']",Literature of the Black South
ENGL,405,"['YCHU', 'YCWR', 'YENA', 'YENS']",Autobiography in America
ENGL,021,"['YCHU', 'YCWR']",Fiction and Consciousness
ENGL,023,"['YCHU', 'YCWR']",Reading Recent North American Short Fiction
ENGL,114,['YCWR'],Writing Seminars
ENGL,115,"['YCHU', 'YCWR']",Literature Seminars
ENGL,120,['YCWR'],Reading and Writing the Modern Essay
ENGL,121,['YCWR'],Styles of Academic and Professional Prose
ENGL,126,"['YCHU', 'YCWR']",Readings in English Poetry II
ENGL,127,"['YCHU', 'YCWR']",Readings in American Literature
ENGL,128,"['YCHU', 'YCWR']",Readings in Comparative World English Literatures
ENGL,130,"['YCHU', 'YCWR']",Epic in the European Literary Tradition
ENGL,132,"['YCHU', 'YCWR', 'YENA']",Science Fiction
ENGL,134,"['YCHU', 'YENW']",Reading Fiction for Craft
ENGL,136,"['YCHU', 'YCWR']","Vampires, Castles, and Werewolves"
ENGL,153,"['YCHU', 'YCWR', 'YENJ']",The Earliest English Literature
ENGL,201,"['YCHU', 'YEN8']",Shakespeare: Histories and Tragedies
ENGL,221,"['YCHU', 'YENA', 'YENJ']",African American Literature in the Archives
ENGL,237,"['YCHU', 'YCWR', 'YENJ']",Animals in Literature and Theory
ENGL,244,"['YCHU', 'YCWR', 'YENW']",Writing about the Performing Arts
ENGL,245,['YENW'],Introduction to Writing Fiction
ENGL,246,['YENW'],Introduction to Writing Poetry
ENGL,248,['YENW'],Writing the Television Drama
ENGL,249,"['YCHU', 'YCWR', 'YENJ']",English Literature and the French Revolution
ENGL,255,"['YCWR', 'YENW']",Writing Humor
ENGL,258,"['YCWR', 'YENW']",Writing about Food
ENGL,275,"['YCHU', 'YCWR', 'YEN9', 'YENA', 'YENJ']","Emerson, Dickinson, and Melville"
ENGL,334,"['YCHU', 'YCWR', 'YENJ']","Postcolonial World Literatures, 1945 to the Present"
ENGL,358,"['YCHU', 'YCWR', 'YENJ']",Literature for Young People
ENGL,430,"['YCHU', 'YCWR', 'YENA', 'YENS']",American Culture and the Rise of the Environment
ENGL,434,"['YCHU', 'YCWR', 'YEN8', 'YENS']",Chaucer and Discourses of Dissent
ENGL,435,"['YCHU', 'YCWR', 'YENS']",Henry James
ENGL,438,"['YCHU', 'YCWR', 'YENA', 'YENS']",Performing American Literature
ENGL,450,"['YCWR', 'YENW']",Daily Themes
ENGL,455,"['YCWR', 'YENW']",Writing about Oneself
ENGL,460,['YENW'],Advanced Poetry Writing
ENGL,465,['YENW'],Advanced Fiction Writing
ENGL,468,['YENW'],Advanced Playwriting Workshop
ENGL,488,[],Special Projects for Juniors or Seniors
ENGL,489,['YENW'],The Writing Concentration Senior Project
ENGL,490,[],The Senior Essay I
ENGL,491,[],The Senior Essay II
ENGL,196,"['YCHU', 'YCWR', 'YENA']",Introduction to Media
ENGL,192,"['YCHU', 'YXWR']",World Cinema
ENGL,481,['YENW'],Advanced Playwriting
ENGL,359,"['YCHU', 'YCWR', 'YENJ']",Feminist and Queer Literary Methods
ENGL,204,"['YCHU', 'YCWR', 'YEN8', 'YENJ']",Shakespeare and Marlowe
ENGL,487,[],Tutorial in Writing
ENGL,260,['YENW'],Shakespeare and the Craft of Writing Poetry
ENGL,467,"['YCWR', 'YENW']",Journalism
ENGL,010,"['YCHU', 'YCWR']",Jane Austen
ENGL,252,"['YCHU', 'YCWR', 'YEN9', 'YENJ']","Poets and Painters:  Wordsworth, Constable, Byron, Turner"
ENGL,251,"['YCHU', 'YCWR', 'YENJ']",Experiments in the Novel: The Eighteenth Century
ENGL,357,"['YCHU', 'YCWR', 'YENJ']",Feminist and Queer Theory
ENGL,283,"['YCHU', 'YCWR', 'YENJ']","Food in Literature, Culture, and Science"
ENGL,026,"['YCHU', 'YCWR']",Poetics of Place: Literature in/of Connecticut
ENGL,279,"['YCHU', 'YCWR', 'YENA', 'YENJ']",Indigenous Poetics and Politics of Resistance
ENGL,177,"['YCHU', 'YCWR', 'YENJ']",Medieval Drama
ENGL,297,"['YCHU', 'YENA', 'YENJ']",Contemporary Black American Women Poets Experiments in the Lyric
ENGL,427,"['YCHU', 'YCWR', 'YENS']",Asian American Literature
ENGL,214,"['YCHU', 'YCWR']",Introduction to Dramaturgy
ENGL,483,['YENW'],Advanced Literary Translation
ENGL,309,"['YCHU', 'YCWR']",Shakespeare In London Today
ENGL,310,"['YCHU', 'YCWR', 'YENJ']",Discovering Literary London
ENGL,286,"['YCHU', 'YENJ']",Elemental Media
ENGL,399,"['YCHU', 'YCWR', 'YENW']",Writing Trauma
ENGL,224,['YCHU'],Tragedy and Drama of Reconciliation
ENGL,402,"['YCHU', 'YEN8', 'YENS']",<i>Piers Plowman</i>
ENGL,240,"['YCSO', 'YENW']",Reporting and Writing on War
ENGL,348,"['YCHU', 'YENJ']",Memoir in Africa: Life Writing and the Construction of Continent
ENGL,364,"['YCSO', 'YCWR', 'YENA', 'YENJ', 'YENW']",Writing About Other Worlds
ENVE,315,"['YCQR', 'YCSC']",Transport Phenomena
ENVE,416,"['YCQR', 'YCSC']",Chemical Engineering Process Design
ENVE,120,"['YCQR', 'YCSC']",Introduction to Environmental Engineering
ENVE,360,[],Green Engineering and Sustainable Design
ENVE,473,['YCSC'],Air Quality and Energy
ENVE,490,[],Senior Project
EVST,100,"['YCQR', 'YCSC']","Energy, Environment, and Society"
EVST,340,"['YCQR', 'YCSO']",Economics of Natural Resources
EVST,237,"['YCHU', 'YCWR']",Animals in Literature and Theory
EVST,430,"['YCHU', 'YCWR']",American Culture and the Rise of the Environment
EVST,273,['YCSC'],Ecology and the Future of Life on Earth
EVST,285,['YCSO'],Political Ecology of Tropical Forest Conservation
EVST,290,[],Geographic Information Systems
EVST,347,[],Introduction to Environmental Chemistry
EVST,352,['YCHU'],Food and Documentary
EVST,473,"['YCHU', 'YCSO']","Climate Change, Societal Collapse, and Resilience"
EVST,464,[],Documentary Film Workshop
EVST,200,['YCSC'],Earth System Science
EVST,362,"['YCQR', 'YCSC']",Observing Earth from Space
EVST,368,"['YCHU', 'YCWR']",The History of the Earth from Noah to Darwin
EVST,318,['YCHU'],American Energy History
EVST,247,['YCSO'],Politics of the Environment
EVST,454,"['YCQR', 'YCSO']",Data Science for Politics and Policy
EVST,496,[],Senior Research Project and Colloquium
EVST,255,['YCSO'],Global Food Challenges: Environmental Politics and Law
EVST,415,[],Biotechnology and the Developing World
EVST,369,"['YCHU', 'YCWR']",Commodities of Colonialism in Africa
EVST,258,['YCHU'],Wilderness in the North American Imagination
EVST,284,"['YCHU', 'YCWR']","Food in Literature, Culture, and Science"
EVST,371,"['YCHU', 'YCSO']",Archaeologies of Empire
EVST,403,['YCHU'],The City in Modern East Asia
EVST,191,['YCSC'],Trees: Environmental Biology and Global Significance
EVST,351,['YCSO'],The Anthropocene
EVST,251,['YCSC'],"Pests, Parasites, and Pathogens"
EVST,050,['YCSO'],The Human Population Explosion
EVST,378,['YCSO'],Foreign Assistance to Sub-Saharan Africa: Archival Data Analysis
EVST,245,['YCSO'],Global Environmental Governance
EVST,227,[],Energy and Environmental Policy Solutions for the Anthropocene
EVST,265,['YCSC'],Environmental Geomicrobiology
EP&E,297,[],Topics in Cooperative Game Theory
EP&E,215,"['YCHU', 'YCSO']","Classics of Ethics, Politics, and Economics"
EP&E,227,"['YCSO', 'YEPR']",Equality
EP&E,248,"['YCSO', 'YCWR']",American Political Institutions
EP&E,353,"['YCSO', 'YEPA']",Critique of Political Violence
EP&E,421,[],"Ethics, Law, and Current Issues"
EP&E,471,[],Directed Reading and Research
EP&E,491,[],The Senior Essay
EP&E,493,[],The Yearlong Senior Essay
EP&E,232,[],Strategies for Economic Development
EP&E,494,['YCHU'],"Propaganda, Ideology, and Democracy"
EP&E,490,['YCHU'],The Cognitive Science of Morality
EP&E,497,['YCSO'],Politics of the Environment
EP&E,299,['YCSO'],Philosophy of Science for the Study of Politics
EP&E,295,"['YCQR', 'YCSO']",Game Theory and Political Science
EP&E,257,['YCSO'],Political Power and Inequality in Latin America
EP&E,303,"['YCHU', 'YCSO']",Civil Sphere and Democracy
EP&E,302,['YCSO'],State Formation
EP&E,310,"['YCSO', 'YEPA']",Refugee Law and Policy
EP&E,339,[],The Ethics of Journalism
EP&E,311,['YCSO'],Business Ethics in a Global Economy
EP&E,325,['YCSO'],Business Ethics and Law
EP&E,338,['YCSO'],"Corruption, Governance, and Reform in the Twenty-first Century"
EP&E,253,['YCSO'],Comparative Political Economy
EP&E,331,['YCSO'],Networks and NGOs in World Politics
EP&E,244,['YCSO'],The Economic Analysis of Conflict
EP&E,326,['YCSO'],Quantitative Policy Evaluation
EP&E,328,['YCQR'],YData: Data Science for Political Campaigns
EP&E,321,['YCSO'],Economics of Developing Countries: Focus on South Asia
ER&M,224,[],Marxism and Social Movements in the Nineteenth Century
ER&M,221,['YCSO'],Introduction to Critical Refugee Studies
ER&M,297,['YCSO'],"Food, Race, and Migration in United States Society"
ER&M,300,['YCSO'],Comparative Ethnic Studies
ER&M,472,[],Individual Reading and Research for Juniors and Seniors
ER&M,492,[],The Senior Essay or Project
ER&M,308,"['YCHU', 'YCWR']",American Indian Law and Policy
ER&M,364,"['YCHU', 'YCWR']","Ethnicity, Nationalism, and the Politics of Knowledge in Latin America"
ER&M,206,['YCSO'],The Politics of Ethnic and National Identity
ER&M,209,['YCHU'],"Introduction to Vietnamese Culture, Values, and Literature"
ER&M,360,"['YCSO', 'YCWR']",Politics of Reproduction
ER&M,243,"['YCHU', 'YCSO']",Spiritual But Not Religious
ER&M,463,['YCSO'],Ethnography of Policing and Race
ER&M,410,['YCSO'],Youth Cultures in the Americas
ER&M,299,['YCHU'],The History of Right Now
ER&M,293,['YCHU'],History and Culture of Cuba
ER&M,214,['YCHU'],Historical Perspectives on Global Health
ER&M,385,['YCHU'],Introduction to Documentary Studies
ER&M,335,"['YCHU', 'YCL5']",Social Mobility and Migration
ER&M,352,"['YCHU', 'YCWR']","Indigenous Peoples, Colonial Science"
ER&M,375,['YCHU'],"Plantation, Prison, and Ghetto in the United States"
ER&M,433,"['YCHU', 'YCWR']",Mobile South Asians and the Global Legal Order
ER&M,322,"['YCHU', 'YCSO']",Comparative Colonialisms
ER&M,237,['YCSO'],Change and Mobility in Contemporary Africa
ER&M,414,['YCSO'],African Migration and Diaspora
ER&M,369,[],American Fascism
ER&M,339,['YCHU'],"James Baldwin 1964-1987: Transnationalism, Exile & Intimacy"
ER&M,313,['YCSO'],Nigeria and Its Diaspora
ER&M,312,['YCHU'],Indigenous Feminisms
ER&M,340,['YCHU'],Middle Eastern & North African Diasporic Narratives: The Memoir as History
ER&M,216,['YCSO'],Social Dimensions of Evolution in Africa
ER&M,223,['YCSO'],"Race, Politics, and the Law"
ER&M,376,['YCSO'],Extreme and Radical Right Movements
ER&M,314,[],Gender and Transgender
FILM,162,[],Introductory Documentary Filmmaking
FILM,161,[],Introductory Film Writing and Directing
FILM,355,[],Intermediate Film Writing and Directing
FILM,484,[],Advanced Film Writing and Directing
FILM,233,['YCHU'],Children and Schools in Global Cinema
FILM,397,"['YCHU', 'YCWR']",Writing about the Performing Arts
FILM,160,"['YCHU', 'YCWR']",Introduction to Media
FILM,232,"['YCHU', 'YCWR']",Classical Hollywood Narrative 1920–1960
FILM,320,['YCHU'],Close Analysis of Film
FILM,350,[],Screenwriting
FILM,395,[],Intermediate Screenwriting
FILM,399,['YCHU'],The Migrant Image
FILM,456,[],Documentary Film Workshop
FILM,488,[],Advanced Screenwriting
FILM,346,['YCHU'],Intermediality in Film
FILM,243,"['YCHU', 'YCWR']",Family in Greek Literature and Film
FILM,457,"['YCHU', 'YCWR']",Italian Film from Postwar to Postmodern
FILM,240,"['YCHU', 'YXWR']",World Cinema
FILM,045,"['YCHU', 'YCWR']",Dance on Film
FILM,360,"['YCHU', 'YCWR']",Putin's Russia and Protest Culture
FILM,471,[],Independent Directed Study
FILM,492,[],The Senior Essay
FILM,494,[],The Senior Project
FILM,434,['YCHU'],Archive Aesthetics and Community Storytelling
FILM,241,['YCHU'],Polish Communism and Postcommunism in Film
FILM,356,['YCHU'],Intermediate Documentary Filmmaking
FILM,453,['YCHU'],Introduction to Documentary Studies
FILM,245,['YCHU'],Introduction to Film Theory
FILM,405,['YCHU'],Elemental Media
FNSH,120,['YCL2'],Elementary Finnish II
